hioo,105944,90.9
hioo,108107,4.5
hioo,112245,90.9
hioo,124572,50.0
hioo,163236,100.0
hioo,164459,100.0
hioo,172394,86.4
hioo,189923,0.0
hioo,192582,63.6
hioo,194271,81.8
hioo,195689,36.4
hioo,198678,13.6
hioo,219113,27.3
hioo,222049,86.4
hioo,261643,63.6
hioo,266774,100.0
hioo,272629,81.8
hioo,282651,77.3
hioo,283284,40.9
hioo,331323,81.8
hioo,345597,86.4
hioo,352356,72.7
hioo,359668,95.5
hioo,362397,90.9
hioo,364332,68.2
hioo,376524,36.4
hioo,385936,81.8
hioo,386275,13.6
hioo,395837,45.5
hioo,403690,100.0
hioo,405104,81.8
hioo,424826,68.2
hioo,429699,18.2
hioo,459222,90.9
hioo,468284,4.5
hioo,495481,100.0
hioo,511857,90.9
hioo,546842,72.7
hioo,552055,77.3
hioo,557016,81.8
hioo,568625,81.8
hioo,570359,86.4
hioo,584298,100.0
hioo,584763,72.7
hioo,594259,77.3
hioo,623430,68.2
hioo,630294,95.5
hioo,663203,36.4
hioo,664566,95.5
hioo,673433,81.8
hioo,726975,45.5
hioo,791628,72.7
hioo,796322,100.0
hioo,801317,22.7
hioo,827691,95.5
hioo,848407,100.0
hioo,856905,77.3
hioo,871482,59.1
hioo,888435,86.4
hioo,908156,77.3
hioo,938573,90.9
hioo,951914,50.0
hioo,967295,86.4
hioo,973545,95.5
hioo,975707,40.9
hioo,984446,68.2
hioo,986325,95.5
hioo,999723,18.2
